,query,embedding_output,RT_1,RT_2,RT_submit,catchResponse,species,sameSpecies,pid,birdExperience,attentionWeight,n_reference,n_select,is_ranked
12,./img/warblers_finalized/C14.jpg,"['C14', 'C24', 'C9', 'C19', 'R39', 'T5', 'G37', 'G9', 'G6']",3585,4013,4755,NA,C,False,34939,0,0.8999999999999999,8,2,True
13,./img/warblers_finalized/R22.jpg,"['R22', 'R16', 'C0', 'G2', 'G26', 'C28', 'T27', 'T28', 'T1']",5402,8888,9717,NA,R,False,34939,0,0.8999999999999999,8,2,True
14,./img/warblers_finalized/C18.jpg,"['C18', 'C29', 'C35', 'G30', 'T30', 'T21', 'R38', 'C24', 'T37']",1985,7186,7727,NA,C,False,34939,0,0.8999999999999999,8,2,True
15,./img/warblers_finalized/R37.jpg,"['R37', 'R31', 'R8', 'G27', 'G23', 'G12', 'G16', 'R38', 'C30']",12734,13823,14500,NA,R,False,34939,0,0.8999999999999999,8,2,True
16,./img/warblers_finalized/G26.jpg,"['G26', 'G26', 'G34', 'G17', 'G14', 'G16', 'G32', 'G3', 'G11']",2975,6803,7241,1,G,True,34939,0,0.8999999999999999,8,2,True
17,./img/warblers_finalized/C22.jpg,"['C22', 'C38', 'C25', 'R0', 'R15', 'C23', 'T28', 'R31', 'G32']",5306,5908,6635,NA,C,False,34939,0,0.8999999999999999,8,2,True
18,./img/warblers_finalized/T12.jpg,"['T12', 'T5', 'T39', 'T35', 'T14', 'T26', 'T19', 'T7', 'T30']",2736,3244,3656,NA,T,True,34939,0,0.8999999999999999,8,2,True
19,./img/warblers_finalized/R7.jpg,"['R7', 'R7', 'R1', 'G32', 'T11', 'C21', 'C12', 'C11', 'C16']",1357,4066,4463,1,R,False,34939,0,0.8999999999999999,8,2,True
20,./img/warblers_finalized/R16.jpg,"['R16', 'R5', 'R2', 'R6', 'G16', 'T35', 'G21', 'C36', 'R3']",3640,5045,5605,NA,R,False,34939,0,0.8999999999999999,8,2,True
21,./img/warblers_finalized/T31.jpg,"['T31', 'C25', 'C18', 'R39', 'C7', 'G6', 'C4', 'R35', 'C17']",6780,7412,7834,NA,T,False,34939,0,0.8999999999999999,8,2,True
22,./img/warblers_finalized/R27.jpg,"['R27', 'R2', 'C7', 'T14', 'T18', 'G29', 'G11', 'C38', 'C3']",9444,12752,13113,NA,R,False,34939,0,0.8999999999999999,8,2,True
23,./img/warblers_finalized/G14.jpg,"['G14', 'T23', 'C0', 'C16', 'R36', 'C11', 'C6', 'C34', 'T12']",6870,7519,8999,NA,G,False,34939,0,0.8999999999999999,8,2,True
24,./img/warblers_finalized/T30.jpg,"['T30', 'T2', 'T0', 'T34', 'T27', 'T28', 'T8', 'T22', 'T1']",2926,5258,5748,NA,T,True,34939,0,0.8999999999999999,8,2,True
25,./img/warblers_finalized/R3.jpg,"['R3', 'R2', 'R32', 'R1', 'C25', 'C12', 'T30', 'C30', 'T23']",2482,3031,3691,NA,R,False,34939,0,0.8999999999999999,8,2,True
26,./img/warblers_finalized/T9.jpg,"['T9', 'T9', 'T1', 'T18', 'T31', 'T38', 'T7', 'T36', 'T35']",5039,5278,5765,1,T,True,34939,0,0.8999999999999999,8,2,True
27,./img/warblers_finalized/T9.jpg,"['T9', 'T9', 'T36', 'T1', 'T18', 'T31', 'T38', 'T7', 'T35']",4742,5342,5832,1,T,True,34939,0,0.8999999999999999,8,2,True
28,./img/warblers_finalized/G1.jpg,"['G1', 'T5', 'C30', 'R12', 'R35', 'C33', 'R7', 'R17', 'R34']",5904,7797,8119,NA,G,False,34939,0,0.8999999999999999,8,2,True
29,./img/warblers_finalized/R2.jpg,"['R2', 'R16', 'R23', 'T0', 'C27', 'C8', 'G0', 'G10', 'R25']",5816,9486,9867,NA,R,False,34939,0,0.8999999999999999,8,2,True
30,./img/warblers_finalized/C9.jpg,"['C9', 'C7', 'C20', 'C1', 'C30', 'C19', 'C11', 'C22', 'C0']",3448,6728,7299,NA,C,True,34939,0,0.8999999999999999,8,2,True
31,./img/warblers_finalized/C29.jpg,"['C29', 'C38', 'C4', 'T27', 'T31', 'T15', 'G28', 'T6', 'G20']",15404,15784,16104,NA,C,False,34939,0,0.8999999999999999,8,2,True
32,./img/warblers_finalized/C26.jpg,"['C26', 'C29', 'C27', 'C3', 'C5', 'C31', 'C16', 'C1', 'C6']",6918,8464,8767,NA,C,True,34939,0,0.8999999999999999,8,2,True
33,./img/warblers_finalized/C36.jpg,"['C36', 'C0', 'C37', 'G1', 'G7', 'R28', 'G22', 'R10', 'G19']",4285,5104,5361,NA,C,False,34939,0,0.8999999999999999,8,2,True
34,./img/warblers_finalized/T3.jpg,"['T3', 'T4', 'C7', 'R30', 'R32', 'C5', 'T6', 'R12', 'R9']",3427,7731,8090,NA,T,False,34939,0,0.8999999999999999,8,2,True
35,./img/warblers_finalized/C23.jpg,"['C23', 'C28', 'C10', 'R5', 'R4', 'G29', 'R28', 'G13', 'G9']",3168,5296,5875,NA,C,False,34939,0,0.8999999999999999,8,2,True
36,./img/warblers_finalized/R15.jpg,"['R15', 'R36', 'R14', 'G35', 'C26', 'T0', 'R8', 'T3', 'C20']",4687,5176,5723,NA,R,False,34939,0,0.8999999999999999,8,2,True
37,./img/warblers_finalized/T37.jpg,"['T37', 'T5', 'T20', 'R31', 'G4', 'G28', 'G31', 'G22', 'G15']",12398,12687,13126,NA,T,False,34939,0,0.8999999999999999,8,2,True
38,./img/warblers_finalized/C25.jpg,"['C25', 'R7', 'C27', 'G1', 'T36', 'T39', 'T32', 'R33', 'T21']",39962,42960,43460,NA,C,False,34939,0,0.8999999999999999,8,2,True
39,./img/warblers_finalized/C11.jpg,"['C11', 'C5', 'C25', 'G12', 'C22', 'T9', 'R2', 'T32', 'T21']",4207,5603,6184,NA,C,False,34939,0,0.8999999999999999,8,2,True
40,./img/warblers_finalized/T10.jpg,"['T10', 'R1', 'R39', 'G22', 'R5', 'C6', 'C29', 'R33', 'R18']",84094,86415,86985,NA,T,False,34939,0,0.8999999999999999,8,2,True
41,./img/warblers_finalized/R35.jpg,"['R35', 'R35', 'R30', 'R19', 'R2', 'R22', 'R37', 'R0', 'R18']",2440,4793,5392,1,R,True,34939,0,0.8999999999999999,8,2,True
42,./img/warblers_finalized/G15.jpg,"['G15', 'G4', 'G30', 'R25', 'T23', 'C16', 'C15', 'T38', 'R23']",4925,6663,7240,NA,G,False,34939,0,0.8999999999999999,8,2,True
43,./img/warblers_finalized/R36.jpg,"['R36', 'R39', 'R23', 'R16', 'G18', 'C20', 'G16', 'T3', 'C32']",10267,12684,13444,NA,R,False,34939,0,0.8999999999999999,8,2,True
44,./img/warblers_finalized/R29.jpg,"['R29', 'R28', 'C31', 'C27', 'G4', 'G0', 'C8', 'G18', 'G31']",7855,12136,12386,NA,R,False,34939,0,0.8999999999999999,8,2,True
45,./img/warblers_finalized/R32.jpg,"['R32', 'R12', 'C4', 'T19', 'T23', 'T14', 'G24', 'G28', 'T8']",4841,6191,6630,NA,R,False,34939,0,0.8999999999999999,8,2,True
46,./img/warblers_finalized/G12.jpg,"['G12', 'G7', 'G29', 'G11', 'G16', 'G1', 'G2', 'G32', 'G36']",2303,3300,3720,NA,G,True,34939,0,0.8999999999999999,8,2,True
47,./img/warblers_finalized/C34.jpg,"['C34', 'C7', 'G34', 'T8', 'G16', 'R5', 'T35', 'R9', 'R17']",39991,61712,62792,NA,C,False,34939,0,0.8999999999999999,8,2,True
48,./img/warblers_finalized/C5.jpg,"['C5', 'C11', 'C8', 'G18', 'T0', 'T26', 'G25', 'G39', 'T8']",2226,5049,5460,NA,C,False,34939,0,0.8999999999999999,8,2,True
49,./img/warblers_finalized/C13.jpg,"['C13', 'C1', 'R18', 'R14', 'R11', 'G5', 'G35', 'R29', 'R33']",3531,7542,7902,NA,C,False,34939,0,0.8999999999999999,8,2,True
50,./img/warblers_finalized/T23.jpg,"['T23', 'C21', 'T29', 'R23', 'G37', 'C20', 'G2', 'R2', 'G33']",7927,8217,9108,NA,T,False,34939,0,0.8999999999999999,8,2,True
51,./img/warblers_finalized/R13.jpg,"['R13', 'C0', 'R37', 'T21', 'C20', 'G5', 'G14', 'R17', 'T38']",4022,7346,7926,NA,R,False,34939,0,0.8999999999999999,8,2,True
52,./img/warblers_finalized/C31.jpg,"['C31', 'C31', 'C35', 'R37', 'T30', 'R12', 'G34', 'C24', 'R28']",1937,2996,3791,1,C,False,34939,0,0.8999999999999999,8,2,True
53,./img/warblers_finalized/G36.jpg,"['G36', 'G7', 'C10', 'C1', 'T21', 'R2', 'R36', 'R16', 'R8']",1870,6205,7007,NA,G,False,34939,0,0.8999999999999999,8,2,True
54,./img/warblers_finalized/R33.jpg,"['R33', 'R33', 'R26', 'R29', 'R0', 'C36', 'G1', 'C6', 'R34']",1807,4123,4621,1,R,False,34939,0,0.8999999999999999,8,2,True
55,./img/warblers_finalized/T38.jpg,"['T38', 'T38', 'T36', 'G19', 'R16', 'G12', 'C15', 'R13', 'G16']",1780,6077,6468,1,T,False,34939,0,0.8999999999999999,8,2,True
56,./img/warblers_finalized/C1.jpg,"['C1', 'R39', 'R12', 'T28', 'G11', 'G6', 'G34', 'T11', 'G16']",7852,8049,8432,NA,C,False,34939,0,0.8999999999999999,8,2,True
57,./img/warblers_finalized/G25.jpg,"['G25', 'G17', 'G23', 'C30', 'R31', 'C3', 'T18', 'T11', 'G13']",3915,4816,5174,NA,G,False,34939,0,0.8999999999999999,8,2,True
58,./img/warblers_finalized/C8.jpg,"['C8', 'C36', 'G18', 'T38', 'G15', 'R11', 'T34', 'R29', 'R21']",2400,6512,7093,NA,C,False,34939,0,0.8999999999999999,8,2,True
59,./img/warblers_finalized/R21.jpg,"['R21', 'R30', 'R5', 'R20', 'R9', 'R32', 'R26', 'R2', 'R39']",2641,3890,4240,NA,R,True,34939,0,0.8999999999999999,8,2,True
60,./img/warblers_finalized/T17.jpg,"['T17', 'T31', 'T26', 'T8', 'T11', 'T23', 'T4', 'T3', 'T1']",7217,7413,8062,NA,T,True,34939,0,0.8999999999999999,8,2,True
61,./img/warblers_finalized/T36.jpg,"['T36', 'T3', 'G14', 'C6', 'T14', 'R13', 'G10', 'T24', 'G34']",4530,4852,5450,NA,T,False,34939,0,0.8999999999999999,8,2,True
62,./img/warblers_finalized/C27.jpg,"['C27', 'T7', 'C0', 'G12', 'T23', 'R24', 'R20', 'G17', 'T8']",4964,10325,10778,NA,C,False,34939,0,0.8999999999999999,8,2,True
63,./img/warblers_finalized/C0.jpg,"['C0', 'C23', 'C32', 'G14', 'C13', 'G7', 'C38', 'C18', 'T30']",10652,12576,13667,NA,C,False,34939,0,0.8999999999999999,8,2,True
64,./img/warblers_finalized/C4.jpg,"['C4', 'C33', 'C8', 'C38', 'C30', 'C20', 'C27', 'C29', 'C37']",4711,6654,8538,NA,C,True,34939,0,0.8999999999999999,8,2,True
65,./img/warblers_finalized/R39.jpg,"['R39', 'R5', 'C22', 'T29', 'C11', 'C6', 'G19', 'G6', 'G29']",5024,6904,7806,NA,R,False,34939,0,0.8999999999999999,8,2,True
66,./img/warblers_finalized/R5.jpg,"['R5', 'R23', 'T5', 'C9', 'T9', 'C38', 'T37', 'T15', 'T32']",4790,6190,6477,NA,R,False,34939,0,0.8999999999999999,8,2,True
67,./img/warblers_finalized/G39.jpg,"['G39', 'G27', 'G26', 'G0', 'R19', 'T28', 'G10', 'R13', 'R8']",1967,2957,3287,NA,G,False,34939,0,0.8999999999999999,8,2,True
68,./img/warblers_finalized/G6.jpg,"['G6', 'G15', 'G23', 'C14', 'C4', 'R12', 'T37', 'C10', 'R8']",3372,3682,4081,NA,G,False,34939,0,0.8999999999999999,8,2,True
69,./img/warblers_finalized/G19.jpg,"['G19', 'C13', 'C26', 'T12', 'T28', 'T27', 'C30', 'C39', 'R22']",6338,8661,8887,NA,G,False,34939,0,0.8999999999999999,8,2,True
70,./img/warblers_finalized/G7.jpg,"['G7', 'G23', 'G13', 'T15', 'C2', 'T1', 'T5', 'R7', 'R28']",2393,2745,3042,NA,G,False,34939,0,0.8999999999999999,8,2,True
71,./img/warblers_finalized/G29.jpg,"['G29', 'G5', 'T18', 'R0', 'T11', 'C34', 'C11', 'T35', 'R29']",6249,8356,8949,NA,G,False,34939,0,0.8999999999999999,8,2,True
72,./img/warblers_finalized/C31.jpg,"['C31', 'C31', 'C31', 'R37', 'R12', 'G34', 'C35', 'C24', 'R28']",3790,5312,5897,1,C,False,34939,0,0.8999999999999999,8,2,True
73,./img/warblers_finalized/G38.jpg,"['G38', 'G10', 'G39', 'C8', 'G21', 'G7', 'G32', 'R14', 'C28']",4000,4518,4992,NA,G,False,34939,0,0.8999999999999999,8,2,True
74,./img/warblers_finalized/C10.jpg,"['C10', 'R28', 'R23', 'G30', 'R7', 'G24', 'R19', 'G22', 'C32']",6380,7112,7432,NA,C,False,34939,0,0.8999999999999999,8,2,True
75,./img/warblers_finalized/C3.jpg,"['C3', 'C5', 'R26', 'R22', 'G12', 'T4', 'T37', 'R36', 'R35']",4331,7395,7937,NA,C,False,34939,0,0.8999999999999999,8,2,True
76,./img/warblers_finalized/R18.jpg,"['R18', 'R8', 'C39', 'C37', 'C38', 'T8', 'T4', 'T34', 'G8']",1890,4512,5085,NA,R,False,34939,0,0.8999999999999999,8,2,True
77,./img/warblers_finalized/T21.jpg,"['T21', 'T28', 'T38', 'T37', 'T14', 'T7', 'T15', 'T1', 'T23']",1675,5820,6126,NA,T,True,34939,0,0.8999999999999999,8,2,True
78,./img/warblers_finalized/R11.jpg,"['R11', 'R7', 'C5', 'C21', 'T10', 'T1', 'T21', 'C11', 'G35']",2802,3819,4560,NA,R,False,34939,0,0.8999999999999999,8,2,True
79,./img/warblers_finalized/G27.jpg,"['G27', 'G19', 'G0', 'C33', 'C19', 'T30', 'T3', 'C34', 'R32']",1420,3010,3611,NA,G,False,34939,0,0.8999999999999999,8,2,True
80,./img/warblers_finalized/T39.jpg,"['T39', 'T32', 'R39', 'T28', 'C17', 'R38', 'G4', 'G19', 'G31']",5631,9105,9685,NA,T,False,34939,0,0.8999999999999999,8,2,True
81,./img/warblers_finalized/R35.jpg,"['R35', 'R35', 'R35', 'R19', 'R22', 'R37', 'R0', 'R30', 'R18']",1687,2632,3011,1,R,True,34939,0,0.8999999999999999,8,2,True
82,./img/warblers_finalized/T4.jpg,"['T4', 'T39', 'T32', 'T29', 'T33', 'T21', 'T26', 'T31', 'T6']",2643,5015,5567,NA,T,True,34939,0,0.8999999999999999,8,2,True
83,./img/warblers_finalized/R33.jpg,"['R33', 'R33', 'R33', 'R0', 'C36', 'G1', 'R26', 'C6', 'R34']",1169,2208,2767,1,R,False,34939,0,0.8999999999999999,8,2,True
84,./img/warblers_finalized/T8.jpg,"['T8', 'T8', 'T7', 'G6', 'C34', 'C13', 'R8', 'T26', 'G32']",2701,6053,6703,1,T,False,34939,0,0.8999999999999999,8,2,True
85,./img/warblers_finalized/T16.jpg,"['T16', 'T39', 'T36', 'R36', 'C1', 'R32', 'C17', 'G31', 'C37']",3529,5672,6332,NA,T,False,34939,0,0.8999999999999999,8,2,True
86,./img/warblers_finalized/R34.jpg,"['R34', 'C31', 'R0', 'T15', 'C25', 'T38', 'R14', 'T3', 'C37']",4229,4748,5329,NA,R,False,34939,0,0.8999999999999999,8,2,True
87,./img/warblers_finalized/R17.jpg,"['R17', 'R21', 'R35', 'R16', 'R33', 'R3', 'R32', 'R34', 'R22']",2734,4117,4796,NA,R,True,34939,0,0.8999999999999999,8,2,True
88,./img/warblers_finalized/C16.jpg,"['C16', 'C19', 'C18', 'R6', 'G10', 'R17', 'G20', 'R32', 'C3']",1800,2748,3212,NA,C,False,34939,0,0.8999999999999999,8,2,True
89,./img/warblers_finalized/T34.jpg,"['T34', 'T5', 'R5', 'R34', 'G1', 'R31', 'R13', 'G28', 'R19']",3060,4350,4718,NA,T,False,34939,0,0.8999999999999999,8,2,True
90,./img/warblers_finalized/G28.jpg,"['G28', 'G12', 'G5', 'R10', 'C1', 'T16', 'G18', 'T0', 'C5']",5454,5722,6143,NA,G,False,34939,0,0.8999999999999999,8,2,True
91,./img/warblers_finalized/G3.jpg,"['G3', 'G17', 'G31', 'G34', 'C24', 'T38', 'C7', 'R31', 'R18']",1796,1887,2397,NA,G,False,34939,0,0.8999999999999999,8,2,True
92,./img/warblers_finalized/G34.jpg,"['G34', 'G31', 'G3', 'R23', 'T38', 'C5', 'G8', 'C19', 'C3']",3052,4809,5578,NA,G,False,34939,0,0.8999999999999999,8,2,True
93,./img/warblers_finalized/C17.jpg,"['C17', 'C28', 'C21', 'C33', 'C0', 'C25', 'C27', 'C14', 'C19']",3575,4575,5098,NA,C,True,34939,0,0.8999999999999999,8,2,True
94,./img/warblers_finalized/G16.jpg,"['G16', 'G20', 'C26', 'T33', 'T35', 'T14', 'C37', 'C8', 'R0']",3411,7189,7792,NA,G,False,34939,0,0.8999999999999999,8,2,True
95,./img/warblers_finalized/T38.jpg,"['T38', 'T38', 'T38', 'G19', 'G12', 'T36', 'C15', 'R13', 'G16']",1640,2318,2888,1,T,False,34939,0,0.8999999999999999,8,2,True
96,./img/warblers_finalized/G9.jpg,"['G9', 'G7', 'G1', 'G15', 'G8', 'G30', 'G5', 'G37', 'G10']",3638,5958,6498,NA,G,True,34939,0,0.8999999999999999,8,2,True
97,./img/warblers_finalized/R20.jpg,"['R20', 'T29', 'R1', 'G25', 'T18', 'G38', 'T10', 'T16', 'G4']",7194,7482,8041,NA,R,False,34939,0,0.8999999999999999,8,2,True
98,./img/warblers_finalized/C30.jpg,"['C30', 'C13', 'C16', 'C5', 'C31', 'C7', 'C4', 'C9', 'C36']",2402,3153,3483,NA,C,True,34939,0,0.8999999999999999,8,2,True
99,./img/warblers_finalized/R0.jpg,"['R0', 'R22', 'R30', 'G24', 'G20', 'G28', 'G22', 'T32', 'C25']",4482,7206,7559,NA,R,False,34939,0,0.8999999999999999,8,2,True
100,./img/warblers_finalized/T20.jpg,"['T20', 'T33', 'T26', 'T37', 'R27', 'G4', 'R14', 'R15', 'T36']",2929,3197,3714,NA,T,False,34939,0,0.8999999999999999,8,2,True
101,./img/warblers_finalized/R7.jpg,"['R7', 'R7', 'C12', 'G32', 'T11', 'C21', 'C11', 'C16', 'R1']",1169,4320,4840,1,R,False,34939,0,0.8999999999999999,8,2,True
102,./img/warblers_finalized/T2.jpg,"['T2', 'T0', 'T5', 'R15', 'G33', 'T30', 'G26', 'C18', 'C22']",5334,7050,7569,NA,T,False,34939,0,0.8999999999999999,8,2,True
103,./img/warblers_finalized/R24.jpg,"['R24', 'R8', 'R1', 'G36', 'T38', 'G1', 'G10', 'T22', 'C38']",5816,7054,7474,NA,R,False,34939,0,0.8999999999999999,8,2,True
104,./img/warblers_finalized/G31.jpg,"['G31', 'T32', 'T3', 'C23', 'C1', 'C15', 'R34', 'C5', 'C24']",7283,7740,8621,NA,G,False,34939,0,0.8999999999999999,8,2,True
105,./img/warblers_finalized/C28.jpg,"['C28', 'C23', 'R28', 'R0', 'G35', 'T17', 'R16', 'R27', 'R3']",3065,4619,5078,NA,C,False,34939,0,0.8999999999999999,8,2,True
106,./img/warblers_finalized/R19.jpg,"['R19', 'R24', 'C15', 'T24', 'T18', 'R34', 'G12', 'C28', 'C14']",1735,2975,3475,NA,R,False,34939,0,0.8999999999999999,8,2,True
107,./img/warblers_finalized/T15.jpg,"['T15', 'T12', 'T11', 'T32', 'R26', 'R2', 'R6', 'G13', 'C13']",1490,2489,3055,NA,T,False,34939,0,0.8999999999999999,8,2,True
108,./img/warblers_finalized/R26.jpg,"['R26', 'R4', 'R26', 'R2', 'R1', 'R20', 'R24', 'R31', 'R13']",1677,2024,2674,1,R,True,34939,0,0.8999999999999999,8,2,True
109,./img/warblers_finalized/R12.jpg,"['R12', 'R32', 'R39', 'R29', 'R31', 'R23', 'R4', 'R13', 'R33']",2456,3555,4137,NA,R,True,34939,0,0.8999999999999999,8,2,True
110,./img/warblers_finalized/T32.jpg,"['T32', 'T39', 'T31', 'T13', 'R13', 'G29', 'G23', 'C25', 'C5']",3583,5337,5668,NA,T,False,34939,0,0.8999999999999999,8,2,True
111,./img/warblers_finalized/G30.jpg,"['G30', 'G32', 'G26', 'G24', 'G36', 'G1', 'G39', 'G21', 'G10']",5824,7093,8844,NA,G,True,34939,0,0.8999999999999999,8,2,True
112,./img/warblers_finalized/T1.jpg,"['T1', 'R20', 'R1', 'G20', 'C32', 'G21', 'C23', 'G7', 'G3']",6053,9045,9713,NA,T,False,34939,0,0.8999999999999999,8,2,True
113,./img/warblers_finalized/T19.jpg,"['T19', 'T11', 'G27', 'G13', 'C39', 'R3', 'R20', 'C12', 'C28']",8174,9173,9729,NA,T,False,34939,0,0.8999999999999999,8,2,True
114,./img/warblers_finalized/R26.jpg,"['R26', 'R26', 'R4', 'R2', 'R1', 'R20', 'R24', 'R31', 'R13']",2813,3459,4141,1,R,True,34939,0,0.8999999999999999,8,2,True
115,./img/warblers_finalized/C7.jpg,"['C7', 'C35', 'C36', 'T7', 'G6', 'G15', 'C0', 'T0', 'T1']",1527,2828,3176,NA,C,False,34939,0,0.8999999999999999,8,2,True
116,./img/warblers_finalized/G5.jpg,"['G5', 'G26', 'C18', 'T31', 'R35', 'R0', 'T25', 'R5', 'R9']",2339,4723,5315,NA,G,False,34939,0,0.8999999999999999,8,2,True
117,./img/warblers_finalized/T18.jpg,"['T18', 'T34', 'T10', 'T25', 'G24', 'T19', 'R22', 'T28', 'R31']",1905,2715,4987,NA,T,False,34939,0,0.8999999999999999,8,2,True
118,./img/warblers_finalized/G35.jpg,"['G35', 'G27', 'G34', 'G3', 'G35', 'G16', 'G9', 'G28', 'G13']",3589,4099,4459,0,G,True,34939,0,0.8999999999999999,8,2,True
119,./img/warblers_finalized/C12.jpg,"['C12', 'C33', 'C27', 'C4', 'C25', 'C1', 'C8', 'C18', 'C10']",3298,4257,4769,NA,C,True,34939,0,0.8999999999999999,8,2,True
120,./img/warblers_finalized/R1.jpg,"['R1', 'R14', 'R4', 'C39', 'R15', 'C11', 'C21', 'T16', 'G24']",3579,3759,4448,NA,R,False,34939,0,0.8999999999999999,8,2,True
121,./img/warblers_finalized/R23.jpg,"['R23', 'R2', 'C19', 'T20', 'T29', 'C2', 'C39', 'G18', 'T6']",2769,3179,3437,NA,R,False,34939,0,0.8999999999999999,8,2,True
122,./img/warblers_finalized/C38.jpg,"['C38', 'C36', 'C23', 'R20', 'T4', 'G34', 'T6', 'T23', 'C15']",2588,3587,3934,NA,C,False,34939,0,0.8999999999999999,8,2,True
123,./img/warblers_finalized/R6.jpg,"['R6', 'R19', 'C3', 'G32', 'C17', 'G4', 'C4', 'T31', 'G15']",4404,8811,9039,NA,R,False,34939,0,0.8999999999999999,8,2,True
124,./img/warblers_finalized/G26.jpg,"['G26', 'G26', 'G17', 'G34', 'G14', 'G16', 'G32', 'G3', 'G11']",1512,2022,2530,1,G,True,34939,0,0.8999999999999999,8,2,True
125,./img/warblers_finalized/T29.jpg,"['T29', 'G35', 'G15', 'T18', 'R26', 'T35', 'R23', 'C39', 'T5']",3145,6147,6508,NA,T,False,34939,0,0.8999999999999999,8,2,True
126,./img/warblers_finalized/G8.jpg,"['G8', 'G22', 'G16', 'R33', 'R14', 'T3', 'T5', 'T32', 'T11']",5407,7038,7297,NA,G,False,34939,0,0.8999999999999999,8,2,True
127,./img/warblers_finalized/R8.jpg,"['R8', 'R36', 'R15', 'C10', 'C12', 'R6', 'G14', 'C25', 'C9']",13463,13743,14082,NA,R,False,34939,0,0.8999999999999999,8,2,True
128,./img/warblers_finalized/T28.jpg,"['T28', 'T0', 'T27', 'R8', 'R1', 'C10', 'T21', 'G8', 'C11']",2620,3555,3900,NA,T,False,34939,0,0.8999999999999999,8,2,True
129,./img/warblers_finalized/C37.jpg,"['C37', 'C29', 'C18', 'T22', 'R27', 'C23', 'T26', 'G7', 'G31']",6046,6580,7415,NA,C,False,34939,0,0.8999999999999999,8,2,True
130,./img/warblers_finalized/G33.jpg,"['G33', 'G21', 'G36', 'T16', 'T21', 'G22', 'C32', 'G14', 'R18']",1478,1886,2275,NA,G,False,34939,0,0.8999999999999999,8,2,True
131,./img/warblers_finalized/C24.jpg,"['C24', 'C29', 'C25', 'G24', 'R27', 'R37', 'T35', 'T1', 'R9']",2591,4961,5373,NA,C,False,34939,0,0.8999999999999999,8,2,True
132,./img/warblers_finalized/T6.jpg,"['T6', 'T23', 'T24', 'G35', 'G0', 'G7', 'G37', 'C28', 'C16']",3618,5431,6131,NA,T,False,34939,0,0.8999999999999999,8,2,True
133,./img/warblers_finalized/G18.jpg,"['G18', 'G10', 'R9', 'R10', 'R12', 'C2', 'C10', 'R19', 'T4']",10039,11255,11627,NA,G,False,34939,0,0.8999999999999999,8,2,True
134,./img/warblers_finalized/C6.jpg,"['C6', 'C15', 'R36', 'T6', 'G29', 'R13', 'G25', 'C32', 'G22']",4638,5387,7204,NA,C,False,34939,0,0.8999999999999999,8,2,True
135,./img/warblers_finalized/C32.jpg,"['C32', 'C33', 'R13', 'T2', 'T39', 'G38', 'C26', 'G2', 'R25']",1974,3593,5141,NA,C,False,34939,0,0.8999999999999999,8,2,True
